Ord_id,Date,Qt_ord
cf0047e4-dbc4-49a5-9514-8c884e9833d4,01/16/2021,3
f9189192-ee1f-4488-a4d5-0e1b2c0a61c9,11/05/2021,4
0196ddbe-cb84-49e7-8f35-8ac24cbb6737,06/18/2021,3
c9307277-597d-4237-a4ee-95bb21198077,07/03/2022,4
c6452f42-c633-43b9-9206-5c7e845d48af,04/20/2021,5
12f027c2-0ca6-4c54-8c70-0affe30f7cca,08/24/2021,2
fdceb266-5b39-4da1-91c5-860812848bec,08/23/2021,1
9587a157-65d2-41f2-9d73-fcd5b35e6560,05/02/2022,3
499fe722-19e3-46e2-9956-a2b05f3adee1,03/21/2021,1
1881f09a-4d77-40e9-8387-850a329dc029,05/08/2022,2
7502cb01-e4e3-40fc-996a-b775deefb4e2,01/27/2021,1
3a0c0da0-7e3d-4cb2-9185-a3348aaf7564,02/22/2022,5
1506dd27-927c-4294-8368-28ea699bcd96,10/04/2021,2
7229bd38-bcc8-4deb-b8c5-5cdb89cf2618,06/13/2021,2
ccdb53a0-9a61-48c7-a3e5-f5e26170f4a7,08/08/2021,2
17d5943f-bd0b-43d1-834d-1a2aeef0f2a3,01/06/2021,1
f0b05eb9-4117-468b-b0b3-36d507eac19d,01/15/2021,5
73327024-0e05-4924-a4a6-2f0b0ea487e9,05/24/2022,3
0ad2626f-8b85-4249-8542-39dfc0ead33b,01/12/2022,5
cb5a2f05-9fd1-4df7-8f7d-7942896e3e64,01/17/2021,2
c62e51a5-5898-4ae7-bf7f-91a16d222e07,08/28/2022,5
d47e3ee7-bac3-47c0-8b59-8f1f3b18d540,06/13/2022,4
8c465bae-9c5a-4de8-9442-c7e2279f6d8d,09/05/2022,5
7f71c54e-933a-4ca8-b36a-1b04410e0514,03/09/2022,4
4eb544fb-1253-4ed1-8824-a674da0dea52,05/16/2022,4
96789346-6cd8-4fdb-9a09-0a9f57589ca9,04/21/2021,1
12c7b23b-c656-4113-9b71-63e493590cd5,03/15/2022,4
c959f589-f24c-4d55-a99c-a1e3b9c72aa6,08/16/2022,3
2fb9b792-9c3a-4edf-97de-abe9ff515aa4,02/17/2022,2
61ae6d37-e5ea-461d-bf3d-b5bce8d2ed5b,08/24/2022,3
b5d52c6f-b23b-4da7-96a2-1b3329476b4c,07/15/2022,2
324f6090-c94d-420a-a4d2-a34af88c1a89,09/17/2021,2
158f88d8-edb1-4333-90b8-227f703d720e,10/23/2021,2
fe2bdac7-45ec-4150-89a3-be2ff6be1796,04/06/2022,2
8eac77e7-b30c-4379-a02d-265074e1619a,08/04/2021,5
c36c75d9-ac0a-454e-af88-3ed50f893f37,10/11/2021,2
5f550837-0b00-4ebd-8451-adcba18f7fae,01/17/2021,4
ae4011e2-0b9d-4c57-aa5a-9a6d5808f47c,01/31/2022,5
e395030e-fd31-49f8-83a8-fd48ad57fc4b,10/10/2021,3
69e2db95-f113-488d-8644-4b265e5895bb,04/19/2022,2
3f53a520-4ea9-49ed-aed1-215ea351c4e9,08/06/2022,2
9b9743db-244d-4838-9873-b993c8c6ca3e,01/19/2021,4
b605eae1-b3fe-496e-8e4a-e921271fe103,09/08/2021,2
5bb6c86c-95d7-4341-adb8-1e0df2779b09,05/23/2021,4
4b40e7c1-c3b4-43c1-979f-d6739c05f814,03/21/2022,2
af1b82ba-8ce3-44e8-9194-15fa09bb374e,01/21/2021,5
4309e4df-2ac1-4a3d-a466-be452b93095c,01/01/2022,1
f9d83327-7717-4c92-9450-4c40005c42d0,06/09/2022,2
90b8778a-7152-4c35-9e4d-6bab1d2b4b04,04/07/2022,1
9e6354c0-827f-4e53-8a42-2965d6a93037,12/16/2021,4
55e3ceb3-73cf-4193-ba7d-5ff5eb1328d3,05/28/2022,2
48da4443-f8cd-41bd-8df4-9ee3a8bb9ab6,03/20/2022,2
4b91a311-3490-4918-a72b-42068bb4b45b,01/17/2022,2
59ef55e3-2477-490e-8e0f-91ffe045d5d3,09/08/2022,2
a9332c47-22b9-49e8-bd40-0075e528d3f1,09/13/2021,1
a2e5a9e5-555a-4540-8e5c-525989345a65,06/18/2021,3
9d859d4d-26a2-4d3b-8d44-38d6c13c9228,04/19/2021,2
6956c962-5eae-4e9d-aeec-9098e9f2a6b6,09/01/2022,1
7e4682b3-0bf8-483f-942c-1ba7d0f77c45,01/31/2021,2
840b59f6-8a04-4d22-ae0e-7a952595012d,01/16/2022,5
4df45dd7-c062-49b3-9bbb-189fcc15c9dc,09/28/2021,5
253074c7-3067-4eda-8457-86cc2c5c3337,12/07/2021,2
c6681f84-e6db-4e95-8e3a-90b957c1ec7a,08/21/2021,1
c9cf07e9-3e5f-431e-805b-92b49a6514e5,03/18/2021,2
53f708a5-a09c-4929-a15b-85a2b440be78,10/17/2021,4
e49cfc34-7d40-466f-ad48-d78235d80be6,06/17/2021,5
cc2e4f3c-113e-4627-886d-3ee2cadd6fa4,03/30/2021,1
692cf3c2-c104-4530-8d05-abbee6d64861,02/24/2022,5
6245ea98-7b12-4f07-8201-991c60e3a79e,11/19/2021,5
5f21f3cd-fa0f-4fd1-8e83-2bac79dde152,08/31/2022,2
4edd0140-a3e7-4051-9a58-73fe47c95368,01/11/2022,2
fcd8bf59-9fe3-4965-a303-ad237a5099f3,06/21/2022,1
b3cb73a0-be0c-4cac-9d39-b8308ac3eba7,01/22/2022,3
955b8bab-8950-4e48-8edd-caa228e3f555,05/19/2022,1
9543e344-6054-4527-9523-1b7ef1bc8be2,03/28/2022,1
790c9ec6-6625-4072-adbb-5be67c51ad0c,06/21/2021,3
c4abbb4a-b764-4bd2-b725-14df7d1860ff,08/12/2022,3
b70490d4-686e-49c9-8e02-46604d5cb388,02/26/2021,1
347e7ba2-448e-4b92-85a2-f9508befb9eb,09/16/2022,3
d5b7046e-d670-4c9d-be9b-2d9ae8812a09,09/01/2021,5
d9f381dd-a798-41f8-b404-0a0b949edbe1,10/12/2021,4
59841c81-6cd0-4563-bd3b-a217fe30660a,05/16/2021,4
c99a1b97-8d01-489c-a552-fdbee598b4bd,04/20/2022,1
a273f984-7a12-4874-b0f3-3c4a7cc2bea4,05/09/2021,2
67d55f6d-5d19-4994-b214-813238bc08dd,08/18/2022,3
a6544439-82e9-4ae3-85f1-43f2090dbc7d,08/09/2021,2
1ec9fe5c-cf70-4a49-89de-75d8a23cbd47,01/31/2022,4
2e5cf541-5e93-4b80-a019-f4106a1b09ed,12/04/2021,5
3860eeee-b336-4f4e-84f6-c4f73e3c9e21,04/29/2021,2
1da4b2d8-a617-42cf-9d01-bcf3010e2dfb,07/25/2022,4
a75c4070-d97f-4674-bdf1-33fa6166e4db,12/25/2021,1
a7d5ad11-da67-4a74-96eb-3e6402d72d64,01/13/2021,2
310af7c5-b771-4ecf-8930-dd4efca4bbad,03/21/2021,1
d88b20d3-93ee-40d9-aa5b-b4bdce01124d,08/31/2022,5
62215a47-b84e-40d3-a6c1-1de7d690eee6,05/16/2022,4
32427119-f637-4b75-b9da-eb71e5e8808e,11/19/2021,4
879acfc0-6fb2-4bed-ab4d-bcb22ef612d3,04/06/2021,3
c166eac1-f12d-4367-aa85-3be85be9c98e,04/19/2022,5
423e387a-9cee-4ce5-834a-1dd913a1be82,05/04/2022,2
a60cb3a5-3f47-4f8a-ab78-363f8236ed79,06/14/2021,2
818302fd-5fb6-4d34-8493-fdd04623d73e,05/18/2021,4
f22e3a40-4cdc-4fce-96ad-68763ab2d6b2,12/24/2021,1
03de7e39-ea75-4925-84e0-ac4ff0ae4dc8,01/19/2021,1
b7f8e83d-d484-4b51-899c-9e9ad0c949e4,08/16/2021,4
327fe914-6a28-497b-b4b6-09d76b57cd8b,08/07/2021,3
eb94c87f-1271-40bd-874c-867403397791,09/20/2022,3
70d69b12-018d-4319-9a97-12da292c8151,06/04/2021,3
f8bd51e5-d179-4df1-b7b3-ced14c0b6231,03/08/2022,2
8dff286a-66f6-4607-b9c2-fbed6e4427bc,05/28/2022,3
1118c99c-cf1b-4b4e-9567-329a44b01a3f,09/05/2021,5
b9d6eb88-bc79-4b09-a0c0-3760aab7e7f4,03/20/2021,3
44736314-dfc9-44ac-ab2e-a825c684baed,02/05/2022,2
485c4cdd-5398-4c96-90bf-a53b636a12b5,08/15/2022,2
6ada7d67-7be1-4947-b3fd-2eaf61a8645b,07/10/2021,1
fd7e9d30-3dd7-4491-a648-4f1c759ab244,02/20/2022,5
8c83d357-a00c-446e-a983-3e21c8c86a0d,08/04/2022,1
748141a2-5515-4f5c-9159-c38de8762f63,06/30/2021,2
bdc6681b-b200-43ab-aee8-93929e834afd,03/06/2022,3
c660a0ab-cbee-4120-8c71-10c95e91c296,07/12/2022,2
397d55d1-21d4-4bed-829f-1c58d4664303,08/12/2021,2
5a2d93db-cb01-449e-88df-5893a8525d9e,08/27/2022,1
e788e9aa-92dc-4984-befe-5bd1fa01b3ca,04/01/2022,4
be501fa1-0de1-4244-906b-95ee72e8c020,07/16/2022,2
6a6bc1df-0fa9-4a81-8c3f-884d2ef26ecb,05/02/2022,1
3a9cf7a2-cbec-4620-b8d3-eb38b18bcd36,04/26/2022,3
6f5c7a64-664d-4c6d-b147-3570fe486934,04/10/2022,3
6c60ecbe-48c2-40ea-a912-71815dd9b691,03/08/2021,4
1d09b6a4-20e9-476d-9504-e57cb22d6967,07/05/2021,1
b0fb7c5f-166c-4bac-846f-70d50dc2db04,06/24/2021,3
985979d4-fb48-4dea-ac7d-463d55e20985,06/08/2022,5
395da61e-1d5b-4b47-a37a-ae1f6b6542d7,12/15/2021,1
e5841b70-2d78-4718-8705-90bd2df623d2,08/18/2021,2
b5082002-a1c1-45c6-a7e8-8081d411e577,05/16/2022,1
9e379a5f-f576-4077-b1aa-8b8cb18a36df,09/11/2021,5
0f943dac-01cb-4a8b-a881-f5548757cf7e,02/03/2022,3
dcb294d5-fde4-405c-a679-3a31bfe40bc4,05/24/2022,1
4ecf9c47-0947-4644-b127-f40297666e99,03/01/2021,5
ee3acea5-117a-4406-a5b1-2f5469ee3d36,03/06/2022,3
64cef050-9cdf-4a19-848e-a777795b4db8,01/28/2022,2
a89b578f-b042-430c-8986-68e455536b5c,09/06/2021,5
0ed75080-2164-4b07-a283-a4e0c9c9f4f1,03/28/2022,5
63429da4-5c53-4174-bd3f-07f706f7c79d,07/18/2021,5
34948f46-52a5-48cd-81e4-d97490bb52c8,03/23/2021,5
1520d3e6-1ca9-422b-815e-00cfc69ac2a1,09/20/2021,4
fa32055e-c754-4fb1-8b85-8b8297f3bbab,01/02/2021,3
6f45bb4b-180e-4c27-9ce4-0416e3c13ba3,03/16/2021,1
17827286-a2c8-405b-9510-d52d5fe6f44c,06/11/2022,2
3a711797-536f-4901-90b8-ca267504ecc6,09/02/2022,5
bd057a8e-9d4e-4d33-a182-6ff3c139a0d8,03/14/2022,2
dfaaf069-ee5b-4666-99fa-71d48ec8020e,01/05/2022,3
6bce57d4-6642-43f6-ade7-463e441c6386,07/24/2022,2
fedca079-8fbe-4af5-82ac-39fbf2cec742,05/01/2021,1
2a4576b7-6dc8-45aa-9045-cf505c8f4935,12/05/2021,3
b2ef6d87-2780-4a79-b106-0dd865101fb9,06/13/2022,2
0a0b1f2b-aa92-4beb-bfa7-bc47df10c50b,04/08/2022,4
a24c1907-40a4-40a0-9fce-4ab327afe4a2,06/03/2021,2
a251aedb-7a5e-414d-8523-633d59ec039a,02/18/2022,2
4f980de2-3032-42ac-8215-24010f6fade5,02/14/2021,5
03beda5c-e8c5-4856-b6b9-404efa3c6a5d,10/09/2021,4
c399afcf-b8a3-4069-a450-cedf6e556d46,05/29/2022,3
f5797055-9e58-4acd-b533-5b3d6ea2e7a0,09/13/2022,5
cd0801d3-d7a5-4d8f-a98f-66767118f03a,06/24/2022,1
b413bd84-61f0-4e3d-9429-e83dc53ee482,09/20/2022,3
8b30b021-5b20-47f5-bfb9-26962e297b93,07/19/2022,3
a7d36559-ae02-4ac2-9d16-e94419f87020,08/17/2021,5
373bed22-191f-4145-9331-99ac0274de2c,08/16/2022,4
8b454f01-5f18-4df8-b49d-58d5e044e2b0,05/12/2021,3
1ef48ffa-c12e-41e1-b779-92f8e6cfa54b,05/28/2021,4
c0adbde8-6ada-4d21-baba-fe091e04f991,02/20/2021,2
653a4b76-80a9-4e75-a2bf-6ce184f65407,12/12/2021,4
d18ed4ce-fef9-45cb-9529-9863ff0344e6,12/20/2021,5
60f9f481-2865-41e2-9ddd-76c470d1f22a,02/12/2021,4
9a8e7550-1083-44a4-87de-d69d990bdfbb,05/04/2022,3
ea9c06b3-c746-43ba-8934-84ca9ece6ba3,08/27/2021,5
83d13a52-89b9-4606-b113-506481f1562b,10/01/2021,4
cb9a7b89-042b-4e00-92f3-aa7370027c10,01/27/2022,3
cfbab1a7-bfc4-4f24-a567-8c6caeae4812,10/31/2021,3
ee5ec297-a424-4db7-8329-4c89ff87b6c2,06/03/2022,2
ac966650-94df-4957-b22d-8bb75f365f49,01/18/2021,4
2b3b0012-d7f4-4876-afb6-549478f90fa7,06/11/2021,3
66c839f5-8a58-4e23-ab79-1d4cd8d502a0,09/19/2022,2
df6a3361-72a6-4147-bed0-9fb9a72a74c0,04/21/2021,1
f2c490fd-c2f7-4dd9-97c5-f5fd6a33f3fb,05/26/2022,4
cfbfc612-399e-4acd-8870-9c4f8a214b86,09/03/2022,1
16f13e43-e96e-4d56-8bb5-f66975a42508,07/24/2021,1
7d817142-587d-4f73-b1c4-178cb8cdadec,01/24/2022,1
2acaf49f-4ea0-4ad8-9934-07a6ac2630c8,01/04/2021,3
db1c7f5d-c33c-4460-bf35-483027fc79e9,01/04/2021,1
3e9f3ec6-ca10-419e-ac59-7539275d6b74,08/15/2021,3
026074b2-a9e2-43dc-9ccd-ecd33773c74a,09/25/2021,3
b0258c62-3d72-4a93-a625-aafde2724022,03/04/2021,1
ad0b6245-0a21-45d4-89a0-17806c5f5e05,09/10/2022,3
fa0a6772-fa3b-4aa8-84fb-913cb763bc8a,05/14/2021,3
d7d5ff0b-efaf-48c8-a663-f95bc8a6ac4f,01/03/2022,2
d240191b-652d-4e8b-aee1-2c2ac1e61123,05/21/2022,5
3907ad36-938c-48e3-bb26-af8283f33e7e,07/20/2022,4
9b66180e-2848-4435-81bc-b64890025e12,07/13/2022,2
135eb016-c445-4796-ab44-38ddd72aed24,01/08/2021,3
0a4bdb7a-d9e2-4b9e-b5dd-0777e2948f1a,02/09/2022,4
b416895d-463b-4896-aa56-ebd18ea03d3e,09/19/2021,4
c49a393e-c106-4bfe-b0e3-23c30448aa57,02/26/2022,2
06594f93-c3c0-4953-b14d-b96117bf34a6,01/26/2022,3
5f7d0c7e-44c8-41ff-91f9-6dad29aacd82,04/23/2021,2
48522d4b-4e91-480b-9571-37f05158056a,08/11/2022,2
fc48cbf0-dc29-4c36-8c77-ec6a1b85cd78,02/03/2021,3
844b9002-8cb5-4937-8e98-0e3dca5833bf,06/09/2022,4
c76df8a2-52ea-417d-bd3e-9a2cd8ba21f8,08/03/2021,5
90b3f764-fbd3-4433-8223-273f1c17340e,06/02/2022,5
4e9d2341-76ea-4126-bbd3-ab9d93d959d2,04/13/2022,2
3533e478-07ba-4385-95fa-7a2baa57c275,03/23/2022,4
cc1d6116-14d5-4f08-954f-8cfe5e85ee77,11/26/2021,3
dcae9314-35be-4caf-8063-80a3ce691325,12/11/2021,2
3027c8cb-5c4b-4aa7-b49e-c7e9b0fb5c39,03/16/2021,5
792292fb-f6e1-4699-b823-0895d5277143,07/05/2022,1
2cf5b6cb-b5b0-4d5d-b088-6c2865958a19,08/24/2021,1
9a45f3c7-f619-4f97-a805-e4b8849c73bf,01/19/2022,3
b028f11f-37ac-4297-9995-5a84839a22fa,07/17/2021,1
17804fab-7cc3-44d0-8af3-48fd18032b36,09/29/2021,4
28023045-49f3-417d-860c-d083ac8095f0,08/18/2021,4
181e70d4-dfb5-42b2-ae8d-db34882123b6,08/06/2022,1
59513044-ffa6-48fd-ba42-5c16ea327895,07/09/2021,5
22130b44-ed36-4f43-92ae-5b7157038b34,06/10/2022,2
cea035f0-d7ee-40d5-b02b-22d39c4b4feb,01/30/2021,5
df84efe6-6396-472b-98f5-ffe6b8531db0,07/23/2021,1
8e9f209a-2227-4624-a125-0eb3323b44a9,04/11/2021,5
46371870-1a8c-41f6-b696-7bffeac52633,04/06/2021,4
cb0695c5-96e4-4a99-83ed-14fb49103c05,08/07/2022,3
2b838473-d889-4744-8f8a-26bf85010151,06/21/2021,3
6933c5dc-25c9-45d9-bd4f-004bfab21791,06/04/2021,1
54492a46-baea-43b9-bb1b-33ed8340f35b,05/06/2022,1
221fde73-6dae-4f2b-a633-0bece6809d98,12/26/2021,5
c0af6247-f5a1-465c-bfaa-3099c0eb18bc,07/22/2022,3
155808ae-61a9-4c83-9530-325506d0a55a,03/26/2021,2
45cb9b50-e0b7-4168-95c9-ecf47a3ad931,03/06/2021,4
caf1c62f-d241-47bc-a03d-e5c77750232f,12/27/2021,2
73290692-ad8a-4082-9ad6-e0425e276f2d,09/22/2022,3
ff5ea062-2c2f-4ab8-b886-6784af38e857,07/03/2021,1
e2271bd9-9032-4135-8068-87bce09e98b5,12/16/2021,1
2859b5d8-9e59-4f48-9f52-e60c4b984a2a,04/24/2022,5
1a5bcdf5-9f8c-4c25-bc91-1861f9fa3b49,11/23/2021,2
09bf182c-3689-4e2a-a688-cb365391988f,07/23/2021,1
9ae4a7c3-2a28-4159-9ab2-9b5ade17194e,11/29/2021,2
20ea5871-6677-454a-8536-ff0253874692,07/17/2022,5
123df953-9ae4-41cf-bcef-dd60808ce3c3,03/23/2021,1
dde16b59-df5e-41b2-8501-52cefae35091,09/01/2022,1
8b0366b5-288d-4e74-9ab3-e1ec8c68bd98,04/26/2021,1
e0451308-5465-4ccb-ae64-7e7f50406790,06/25/2021,2
88880acf-8e5e-4b22-bf9d-a536779d6dc6,06/06/2021,4
cbc55841-7e8e-4b2a-88ac-e3ded464c372,04/18/2021,2
4a90bbd9-5ef2-4253-b69e-4ed4f2079959,11/05/2021,3
7b1d9d0e-f308-484d-b863-5d32382d6fb0,11/15/2021,4
8f2a1296-85a2-4326-9d6a-6271a1dcd2da,09/25/2021,2
adbd8692-db80-4969-aea8-3dbf5536ff46,09/14/2021,2
8d9b42a2-4a62-4ba4-95ef-2a98544c1323,04/07/2021,1
c8601d7f-4c1c-498c-a20a-6eb23889e55a,09/01/2022,2
fef816a4-fab2-4ad3-ad80-b7913ed24dc8,06/01/2022,3
9cca5c13-2159-4a1d-b734-e5b7ddc20d34,08/06/2021,2
929e7637-b175-492d-8044-ea67255d7df8,11/12/2021,4
b5d34067-008d-4615-a4cb-349787b2a02d,03/03/2022,5
504d8854-ab64-4262-97c4-db49b643231b,04/30/2022,5
76d7096f-4603-4235-8666-2488d52bb388,11/24/2021,2
abbe2e2c-76ee-4263-a2b8-4914f9a1333c,12/29/2021,5
c3af5fce-3128-4ca2-aeb8-2fcf279e47c5,04/28/2021,1
35106273-5d87-46ac-9fc2-5d26a5da18f2,11/20/2021,4
bf6447b6-a471-464b-82b1-055f849bb92a,03/30/2022,3
a8572899-c4b3-40ce-bba8-2c7b0838c06f,06/08/2022,2
8fc1b47f-c9e2-496e-a2aa-b48df0ad1138,03/28/2021,2
9898f09d-dbef-4068-a716-a8b724828e9e,11/28/2021,3
05b39462-3129-4eae-8b70-50ff1d6c8323,04/17/2021,5
2e283a0f-7fe6-4c71-bdb1-c7733b972584,03/07/2022,1
9750dbcb-6cbf-4e10-9970-f8f3da44bc27,07/11/2021,2
2318fffa-f37b-4339-983f-23c76d15e567,08/30/2022,4
6906452d-5e99-4f84-a8e2-842cda4dc363,04/22/2021,4
a0bf4a82-de14-493a-929e-c6aa37f1af64,12/28/2021,4
76580c70-e179-4169-a3d1-ba578834a3b0,07/01/2022,4
0bbdbf7f-f0f9-4899-a633-1917c07bd538,06/14/2021,3
33a35171-6bc0-458b-a6ef-9d4af19950b8,08/07/2021,3
8d00bf97-c06e-4e9c-9d91-16ad813d350c,05/08/2021,3
8ab405b1-9094-412e-a579-63e6cb4109e3,02/05/2021,5
f544986c-c457-4470-a24d-ce22e4cff895,02/20/2022,1
78ce3335-eaa2-4d0b-9733-95af26f52937,07/06/2022,2
37d44767-8e6e-4fbb-bf00-74301c4f80a4,07/18/2021,1
bb3f9bdb-16c5-49bf-9289-b439129d8857,02/04/2022,5
7306f550-f9c1-465e-93d6-b8a6876789f9,07/22/2021,1
146ea434-0a00-4823-a8e3-348ec46d81de,11/10/2021,3
404c2cc3-eada-4100-b7a4-b72bba3bf40e,06/11/2022,4
9e015b0b-8916-41b2-9098-9eaceecbf0f5,08/04/2021,4
784f01d8-d29d-400a-aa08-1088b5c759b9,11/23/2021,1
8ec0302a-3868-4ad3-8e94-d2e5c6c866eb,04/04/2021,3
4938d879-c2ae-49fa-9d8a-7df7957cf08d,06/06/2022,5
4e2ac89a-27ae-4c77-97b3-2057f9fa92b7,01/14/2022,2
3764c426-af2a-42dc-aea8-07e1b7c48efb,06/27/2021,5
a5b8f4d7-4477-4f7f-a8e5-b1624cd15a4f,11/04/2021,4
67250620-f48c-4077-b74f-f09842a55baf,02/14/2021,1
9940e27c-a3f7-457b-a380-1e152a90b4b1,01/17/2022,3
280c5b06-ac41-4a5c-9481-62cd9e6dcc53,12/12/2021,2
ab6fb2cd-d6cc-4910-b1b1-6640a1870507,02/12/2022,4
0fb7735c-46dc-4f4a-bb3e-bb3da0b77219,08/27/2021,3
b3a2b635-74d2-4d4e-8d0b-6ab9b85dae6c,09/09/2021,2
775cbada-cb59-4613-a8f0-1ded2b1a5a3c,07/21/2021,1
24c38e5a-afd2-41ee-b94a-dd1d6b797dda,07/02/2021,5
e9290675-4183-4ed3-8459-efd799f666d8,01/08/2022,2
def1d064-a0be-487c-97dd-38113105b940,11/07/2021,3
49f6d5a2-ff52-40d2-b1c8-d284ed146384,09/12/2022,1
9c7ee4a0-1f6f-4e47-b9c1-cf894f436405,02/08/2021,2
77778b7c-7f51-4860-838c-ca4c575df020,06/08/2022,1
5a14f62b-64a1-4e13-9df3-d5876bf27743,09/22/2022,5
e208438d-0300-4f5c-8707-56842a8ac2e0,03/21/2021,4
cd514443-7331-4a04-8267-cbad157f105b,06/15/2021,5
df6346c2-d382-44d6-bb16-e0660ea89091,06/22/2022,2
0f25c251-250e-47e4-95f4-c5c8bebf6bbe,05/28/2021,2
a3d22c35-5eba-4c46-89a3-bff1c846eb0c,07/23/2022,2
0951b1ab-b804-41e6-956f-c43b9c20cd6e,04/14/2022,5
f19a6779-7da4-4dc9-8bd5-9333a3fde836,08/08/2021,4
2f9c61e1-3f90-4a7b-ab4f-4c19fca5b597,01/25/2022,3
ac235ff1-b31e-4dd7-a397-83c2f7cc7368,08/11/2022,2
29ccccb5-8928-4dc2-b5cb-be414849eb68,09/01/2021,4
f817a1d4-fc4f-4f4e-8ce4-9aec39432e92,04/03/2022,3
d2c98081-11cc-4e67-9c7c-d420694ef5c0,07/12/2022,1
786338ba-bd53-4b70-8107-eecf575621f5,04/22/2022,4
32539eb3-795b-4374-b37e-ddefa60ab1f1,01/21/2021,2
29fe8409-aafb-4fec-9499-fd6b05b11205,08/13/2021,4
aa1e18f7-91b0-426c-befb-dce5aa1193dc,03/01/2021,5
fc45c048-daa1-457d-90b7-3259819d4f7e,07/07/2022,1
4737a98e-841f-4f71-8845-80a1225aa905,01/21/2022,4
fa730255-e359-4a61-91f4-3c96851be884,06/07/2022,2
61b408b6-722e-43bd-af54-d249f14535cd,05/30/2021,5
46ea406d-5b18-49a3-93a7-3d1d813c3a86,03/31/2021,1
eb72cac7-548a-4a75-97b8-5151cfb1ab6d,05/31/2022,3
97726533-0439-4724-88c8-4966079ee690,07/16/2021,5
bc7a404c-ed10-4c87-abeb-6950e1298dc2,03/02/2022,3
63a2eff8-3faf-43b5-a386-7f42592752bb,05/31/2022,3
7cd8ed52-690c-4722-b3af-8e00fba0d65e,09/14/2022,2
0596dc37-ecd1-4de3-bfaf-05d973aa163f,07/26/2021,5
82286f0b-890a-4535-abae-3a95ba800c0a,08/26/2021,5
40bb2349-c316-4b20-894e-1bbbcf2e436e,07/13/2021,1
0f52aec0-b74b-4b69-8a0a-54533fa1dab4,02/09/2021,3
33fa76d2-36a6-4fc7-8f11-aef461b02beb,05/23/2022,5
828df0cb-8672-4de4-bb23-86399ee6d2fd,09/07/2021,3
71e1e59a-2c98-4bd4-81d5-d5546dcf4d6c,11/28/2021,3
7f6405af-bbd8-4aa2-a481-fde698a0fd92,11/02/2021,4
13d48849-59b4-425e-b197-11551e0897d3,08/31/2022,1
61fce174-c274-4d98-8b49-108b7162f89d,05/22/2021,5
fc50cc72-dbb2-4a2a-b696-4012c596cbb1,08/31/2022,4
5f324740-4b00-4d4d-b23f-5c2359092b98,09/09/2021,5
02eae4ba-6502-43de-9373-204f58af0cbf,02/04/2022,4
808119f8-f496-4a30-9975-6edf12e8b814,04/23/2021,1
9a1544db-3c85-47c0-adf0-0c99d7593f65,03/01/2022,2
94a2a296-7ff9-4996-804f-999f4ad7dd00,03/12/2021,3
597a14db-563b-4d32-b45f-bf6b56d852ee,05/19/2021,4
c8368a2a-5280-4b9f-9c1b-eeace81e358b,03/01/2021,4
40186d01-3404-41b8-9929-52af1a149256,07/06/2022,2
c38056c9-d749-4b5a-8212-d1a59413dced,11/26/2021,4
94c77467-4d26-4b5c-a8b2-4c825e424db4,05/04/2022,1
4794a1b8-1652-4ff1-9eb5-3ddf88daa053,03/16/2022,5
6ea9533b-f15d-4ef4-be2c-5cfa961c225e,01/07/2021,5
100441b8-4d06-4581-a61b-05be2298aac8,07/02/2022,5
a864758b-afcc-4de6-9792-d2f8e59eea8b,07/09/2022,2
08a632f6-9be9-4195-a5fb-cc814285c94f,05/02/2021,5
4ff87186-8abb-47da-87ce-7560fa2f69db,10/23/2021,2
e7833078-5ae9-4bdd-bce4-f36b5848cf05,02/11/2021,4
f3e08d52-4b35-4c1f-ab55-69b5c5e8fc6a,01/23/2022,4
ec535b41-799f-42ad-828c-4cc5abc1c7f4,01/04/2021,2
14783c72-0278-468f-9346-ea5372bf0f84,07/27/2022,4
cd3cb27f-5fc1-428c-a1cb-af8c9cb08dac,04/19/2021,5
4caf74ff-055d-4846-9cf1-a6934939b394,07/21/2022,3
582beb71-82e1-442b-ad88-1afa36d84173,08/02/2021,3
a47ffed3-4344-48d9-be98-a8b2d09703e1,07/20/2022,1
b13875df-bd0d-4f0e-bc05-efce4ff0ca56,12/31/2021,2
3629fc5f-5248-48eb-82fc-809e5adc43ee,02/20/2021,1
170eaf10-d808-4294-917a-6e14304c79ef,07/17/2022,5
7029c5a8-0399-42d3-b16a-087122fa543e,09/15/2021,4
8d8733e4-ae92-4cd3-b783-2529187cc884,02/09/2022,2
c631353c-b575-4cf4-b739-3fd614b65233,04/18/2022,3
25a0fe02-1b47-478b-a606-e40f1a9aace8,08/23/2021,3
4f628070-0973-41f6-8681-201a57b026e0,12/13/2021,3
95597935-3c54-4c87-8ae4-c06531d4de08,09/22/2021,1
e47e69a1-8fef-431b-991e-acfea8356b5a,07/18/2021,2
1a17e91d-3e9c-40aa-9a98-c527d6c0ce13,11/21/2021,3
b60bbcb4-74e8-4cbb-bcb3-8ca32070cfc1,03/26/2022,4
f4a4406e-7efd-4f70-8dfe-1bb45f5ac5e9,02/08/2022,4
ae6d567c-177e-4102-a163-cf734f9cb4c3,04/25/2022,4
c3b3b302-d3d4-42f6-972e-9110d56707ac,11/18/2021,2
e17709c0-cc58-4193-8ade-c2a15317f613,07/10/2021,4
3ce6db24-9510-4ef9-8615-40b2a011d222,04/16/2021,1
a0fefabd-4d72-429b-82b1-c65b882bf6f0,06/05/2022,4
d076a8b6-b979-4697-8fb5-33eb81983d0e,10/02/2021,3
